platillo,tiempo,dia,theme,food_id,alimento_match,gramos,ingrediente_texto,porcion_original,confianza,nivel,metodo,revisar
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,avena-integral,Avena integral,,2 cdas avena natural,2 cdas avena natural,0.963,alta,REVISAR-medida(cda≠taza),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,miel,Miel,,1 cdita miel,1 cdita miel + 1 cdita chía,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,chia,Chía,,1 cdita chía,1 cdita miel + 1 cdita chía,1.0,alta,REVISAR-medida(cdita≠cucharada),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,huevo-revuelto,Huevo revuelto,,2 pz huevo revuelto,2 pz huevo revuelto + 4 pz pan tostado,1.0,alta,REVISAR-medida(pieza≠gramos),SI
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,pan-tostado,Pan tostado,60,4 pz pan tostado,2 pz huevo revuelto + 4 pz pan tostado,1.0,alta,4.0×rebanada(15.0g),
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,quinoa-cruda,Quinoa cruda,,1 taza quinoa cocida,1 taza quinoa cocida,0.96,alta,REVISAR-medida(taza≠gramos),SI
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,tomate-verde,Tomate verde,,"Tomate cherry, col morada, zanahoria, espinaca","Tomate cherry, col morada, zanahoria, espinaca",0.494,baja,sin-cantidad,SI
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,164,1 taza garbanzos cocidos,1 taza garbanzos cocidos,0.988,alta,1.0×taza(164.0g),
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,180,180 g pechuga de pollo,180 g pechuga de pollo,0.814,media,gramos-directos,SI
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,aceite-de-oliva,Aceite de oliva,,"aceite oliva, mostaza, miel, limón, paprika","Aderezo: aceite oliva, mostaza, miel, limón, paprika",0.589,media,sin-cantidad,SI
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,pan-integral,Pan integral,100,4 reb pan integral tostado,4 reb pan integral tostado,0.95,alta,4.0×rebanada(25.0g),
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,requeson-promedio,Requesón promedio,30,30 g requesón o ricotta,30 g requesón o ricotta,0.637,media,gramos-directos,SI
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,huevo-frito,Huevo frito,46,1 pz huevo,1 pz huevo + 60 g pechuga de pollo,0.925,alta,1.0×pieza(46.0g),
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,60,60 g pechuga de pollo,1 pz huevo + 60 g pechuga de pollo,0.814,media,gramos-directos,SI
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,lechuga,Lechuga,,Lechuga o espinaca,Lechuga o espinaca,0.687,media,sin-cantidad,SI
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,manzana,Manzana,106,1 pz manzana,1 pz manzana,1.0,alta,1.0×pieza(106.0g),
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,aguacate-hass,Aguacate Hass,31,⅓ aguacate,⅓ aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D19 Snack AM · Snack AM,Snack AM,19,🇮🇹 Italiana,semilla-de-anis,Semilla de anís,10,10 g semillas (almendras),10 g semillas (almendras) + 1 cdita arándanos deshidratados,0.633,media,gramos-directos,SI
D19 Snack AM · Snack AM,Snack AM,19,🇮🇹 Italiana,arandano-fresco,Arándano fresco,,1 cdita arándanos deshidratados,10 g semillas (almendras) + 1 cdita arándanos deshidratados,0.701,media,REVISAR-medida(cdita≠taza),SI
D19 Snack PM · Snack PM,Snack PM,19,🇮🇹 Italiana,manzana,Manzana,106,1 pz manzana,1 pz manzana + 10 g semillas (almendras),1.0,alta,1.0×pieza(106.0g),
D19 Snack PM · Snack PM,Snack PM,19,🇮🇹 Italiana,semilla-de-anis,Semilla de anís,10,10 g semillas (almendras),1 pz manzana + 10 g semillas (almendras),0.633,media,gramos-directos,SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,pan-integral,Pan integral,75,3 reb pan integral,3 reb pan integral,1.0,alta,3.0×rebanada(25.0g),
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,crema-natural,Crema natural,,1 cdita crema de cacahuate natural,1 cdita crema de cacahuate natural,0.708,media,REVISAR-medida(cdita≠cucharada),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,pera-picada,Pera picada,150,1 pera en láminas,1 pera en láminas,0.683,media,1.0×taza(150.0g),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,227,1 taza yogurt griego sin azúcar,1 taza yogurt griego sin azúcar,0.664,media,1.0×taza(227.0g),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,miel,Miel,,½ cdita miel,½ cdita miel + canela,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,canela,Canela,,canela,½ cdita miel + canela,1.0,alta,sin-cantidad,SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,huevo-frito,Huevo frito,138,3 pz de huevo,3 pz de huevo,0.905,alta,3.0×pieza(46.0g),
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,pasta-de-tomate,Pasta de tomate,,2 tz pasta cocida en salsa de tomate,2 tz pasta cocida en salsa de tomate,0.78,media,REVISAR-medida(taza≠cucharada),SI
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,200,200 g pechuga de pollo,200 g pechuga de pollo,0.814,media,gramos-directos,SI
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,tomate-verde,Tomate verde,,Tomate cherry y brócoli,Tomate cherry y brócoli,0.565,media,sin-cantidad,SI
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,ajo-en-polvo,Ajo en polvo,,"Ajo, albahaca y orégano","Ajo, albahaca y orégano",0.533,baja,sin-cantidad,SI
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,queso-parmesano-rallado,Queso Parmesano rallado,,1 cdita parmesano rallado,1 cdita parmesano rallado,0.745,media,REVISAR-medida(cdita≠cucharada),SI
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,pan-pita,Pan pita,139,2 pan pita,2 pan pita,1.0,alta,2.0×pieza(69.7g),
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,jamon-de-pavo,Jamón de pavo,168,8 reb jamón de pechuga de pavo,8 reb jamón de pechuga de pavo,0.791,media,8.0×rebanada(21.0g),SI
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,salsa-de-manzana,Salsa de manzana,,¼ tz salsa de tomate casera,¼ tz salsa de tomate casera,0.637,media,REVISAR-medida(taza≠cucharada),SI
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,queso-mozzarella,Queso Mozzarella,90,90 g queso mozzarella light,90 g queso mozzarella light,0.818,media,gramos-directos,SI
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,,,,"Champiñones, tomate cherry y albahaca","Champiñones, tomate cherry y albahaca",0.171,baja,sin-cantidad,SI
D20 Snack AM · Snack AM,Snack AM,20,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino,1 taza pepino + 1 taza sandía + 5 g semillas (pistaches),0.573,media,1.0×taza(104.0g),SI
D20 Snack AM · Snack AM,Snack AM,20,🇮🇹 Italiana,sandia-picada,Sandía picada,160,1 taza sandía,1 taza pepino + 1 taza sandía + 5 g semillas (pistaches),0.926,alta,1.0×taza(160.0g),
D20 Snack AM · Snack AM,Snack AM,20,🇮🇹 Italiana,semilla-de-mostaza,Semilla de mostaza,5,5 g semillas (pistaches),1 taza pepino + 1 taza sandía + 5 g semillas (pistaches),0.622,media,gramos-directos,SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,camote-cocido,Camote cocido,209,1 camote,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.926,alta,1.0×taza(209.09g),
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,queso-cottage,Queso Cottage,,½ tz cottage,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.715,media,REVISAR-medida(taza≠cucharada),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,,,,1 cda pistachos,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.165,baja,REVISAR-medida(cda),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,semilla-de-calabaza,Semilla de calabaza,,1 cda semillas de calabaza,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.995,alta,REVISAR-medida(cda≠cucharada),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,miel,Miel,,1 cda miel,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,1.0,alta,REVISAR-medida(cda≠cucharadita),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,chia,Chía,,1 cda chía,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,1.0,alta,REVISAR-medida(cda≠cucharada),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,canela,Canela,,canela,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,1.0,alta,sin-cantidad,SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,pan-integral,Pan integral,100,4 reb pan integral,4 reb pan integral,1.0,alta,4.0×rebanada(25.0g),
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,,,,6 cda ricotta light,6 cda ricotta light,0.307,baja,REVISAR-medida(cda),SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,fresa-rebanada,Fresa rebanada,166,1 tz fresas picadas,1 tz fresas picadas,0.629,media,1.0×taza(166.0g),SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,miel,Miel,,1 cdita miel,1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,semilla-de-girasol,Semilla de girasol,,2 cdita semillas (chía o girasol),2 cdita semillas (chía o girasol),0.806,media,REVISAR-medida(cdita≠cucharadita),SI
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,pechuga-de-pollo-molida,Pechuga de pollo molida,180,180 g pechuga de pollo,180 g pechuga de pollo,0.814,media,gramos-directos,SI
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,papa-cocida,Papa cocida,272,2 papas cocida,2 papas cocida,0.991,alta,2.0×pieza(136.0g),
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,espinaca-cocida,Espinaca cocida,,"Espinaca, tomate cherry y pepino","Espinaca, tomate cherry y pepino",0.558,media,sin-cantidad,SI
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,romero-picado,Romero picado,,"Romero, ajo, limón y pimienta","Romero, ajo, limón y pimienta",0.562,media,sin-cantidad,SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,150,150 g pechuga de pollo a la plancha,150 g pechuga de pollo a la plancha,0.861,alta,gramos-directos,
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,quinoa-cruda,Quinoa cruda,,1 ½ taza quinoa cocida,1 ½ taza quinoa cocida,0.96,alta,REVISAR-medida(taza≠gramos),SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,tomate-verde,Tomate verde,,"Tomate cherry, pepino y cebolla morada","Tomate cherry, pepino y cebolla morada",0.507,baja,sin-cantidad,SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,mozzarella-fresco,Mozzarella fresco,,¼ taza mozzarella light,¼ taza mozzarella light,0.708,media,REVISAR-medida(taza≠gramos),SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,albahaca-deshidratada,Albahaca deshidratada,,Albahaca fresca y vinagre balsámico,Albahaca fresca y vinagre balsámico,0.562,media,sin-cantidad,SI
D21 Snack AM · Snack AM,Snack AM,21,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,164,1 tz garbanzo cocido,"1 tz garbanzo cocido + ½ tz pepino + limón, sal, pimienta",1.0,alta,1.0×taza(164.0g),
D21 Snack AM · Snack AM,Snack AM,21,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,52,½ tz pepino,"1 tz garbanzo cocido + ½ tz pepino + limón, sal, pimienta",0.573,media,0.5×taza(104.0g),SI
D21 Snack AM · Snack AM,Snack AM,21,🇮🇹 Italiana,limon-sin-semilla,Limón sin semilla,,"limón, sal, pimienta","1 tz garbanzo cocido + ½ tz pepino + limón, sal, pimienta",0.588,media,sin-cantidad,SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,227,1 taza yogurt natural,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,1.0,alta,1.0×taza(227.0g),
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,almendra,Almendra,,1 cdita almendras,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.988,alta,REVISAR-medida(cdita≠pieza),SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,limon,Limón,,limón,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,1.0,alta,sin-cantidad,SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,canela,Canela,,canela,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,1.0,alta,sin-cantidad,SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,pera,Pera,162,1 pera,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,1.0,alta,1.0×pieza(162.0g),
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,crema-natural,Crema natural,,2 cda crema de cacahuate,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.678,media,REVISAR-medida(cda≠cucharada),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,avena-cocida,Avena cocida,219,1 taza avena,1 taza avena + ½ tz yogurt natural + 1 tz leche,0.918,alta,1.0×taza(218.67g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,yoghurt-natural,Yoghurt natural,114,½ tz yogurt natural,1 taza avena + ½ tz yogurt natural + 1 tz leche,1.0,alta,0.5×taza(227.0g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,leche,Leche,240,1 tz leche,1 taza avena + ½ tz yogurt natural + 1 tz leche,1.0,alta,1.0×taza(240.0g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,semilla-de-chia,Semilla de chía,,1 cdita semillas de chía,1 cdita semillas de chía,0.994,alta,REVISAR-medida(cdita≠cucharadita),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,ralladura-de-limon,Ralladura de limón,,Ralladura y jugo de limón,Ralladura y jugo de limón,0.817,media,sin-cantidad,SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,miel,Miel,,1 cdita miel o stevia,1 cdita miel o stevia,0.669,media,REVISAR-medida(cdita≠cucharadita),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,fruto-del-monje,Fruto del monje,,1 tz frutos rojos,1 tz frutos rojos,0.619,media,REVISAR-medida(taza≠cucharadita),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,huevo-revuelto,Huevo revuelto,,3 pz huevo revuelto,3 pz huevo revuelto,1.0,alta,REVISAR-medida(pieza≠gramos),SI
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,carne-molida-regular,Carne molida regular,150,150 g carne molida magra,150 g carne molida magra,0.808,media,gramos-directos,SI
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral,1.0,alta,2.0×rebanada(25.0g),
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.727,media,0.3333333333333333×pieza(93.94g),SI
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,queso-mozzarella,Queso Mozzarella,30,30 g queso fresco o mozzarella,30 g queso fresco o mozzarella,0.956,alta,gramos-directos,
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,lechuga-italiana,Lechuga italiana,,"Lechuga, tomate, cebolla, pepino","Lechuga, tomate, cebolla, pepino",0.556,media,sin-cantidad,SI
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,camote-al-horno,Camote al horno,318,1 ½ taza camote al horno o papa,1 ½ taza camote al horno o papa,0.812,media,1.5×taza(212.12g),SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,carne-molida-extra-magra-salteada,Carne molida extra magra salteada,150,150 g carne molida magra salpimentada,150 g carne molida magra salpimentada,0.812,media,gramos-directos,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,platano-macho,Plátano Macho,98,½ pz plátano macho asado,½ pz plátano macho asado + 1 cdita miel,0.963,alta,0.5×pieza(196.0g),
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,miel,Miel,,1 cdita miel,½ pz plátano macho asado + 1 cdita miel,1.0,alta,REVISAR-medida(cdita≠cucharadita),SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,aguacate-hass,Aguacate Hass,47,½ aguacate,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.727,media,0.5×pieza(93.94g),SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,pepino,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.573,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,tomate-verde,Tomate verde,,tomate cherry,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.644,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,cilantro-picado-crudo,Cilantro picado crudo,,cilantro,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.91,alta,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,aceite-de-oliva,Aceite de oliva,,aceite oliva,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.978,alta,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,limon,Limón,,limón,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,1.0,alta,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,arroz-cocido,Arroz cocido,141,¾ tz arroz cocido,¾ tz arroz cocido,1.0,alta,0.75×taza(188.0g),
D22 Snack AM · Snack AM,Snack AM,22,🇺🇸 Americana,platano,Plátano,108,1 plátano,1 plátano + 2 cda crema de cacahuate + 4 rice cake,1.0,alta,1.0×pieza(108.0g),
D22 Snack AM · Snack AM,Snack AM,22,🇺🇸 Americana,crema-natural,Crema natural,,2 cda crema de cacahuate,1 plátano + 2 cda crema de cacahuate + 4 rice cake,0.678,media,REVISAR-medida(cda≠cucharada),SI
D22 Snack AM · Snack AM,Snack AM,22,🇺🇸 Americana,rice-krispies-treats,Rice Krispies Treats,88,4 rice cake,1 plátano + 2 cda crema de cacahuate + 4 rice cake,0.545,baja,4.0×barra(22.0g),SI
D22 Snack PM · Snack PM,Snack PM,22,🇺🇸 Americana,pan-tostado,Pan tostado,30,2 pz pan tostado con 1 cda mermelada sin azúcar,2 pz pan tostado con 1 cda mermelada sin azúcar,0.583,media,2.0×rebanada(15.0g),SI
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,bagel-integral,Bagel integral,36,½ bagel integral,½ bagel integral,1.0,alta,0.5×pieza(72.73g),
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,salmon-ahumado,Salmón ahumado,40,40 g salmón ahumado o pollo a la plancha,40 g salmón ahumado o pollo a la plancha,0.689,media,gramos-directos,SI
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,queso-crema-light,Queso crema light,,1 cdita queso crema light,1 cdita queso crema light,1.0,alta,REVISAR-medida(cdita≠cucharada),SI
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,tomate-verde,Tomate verde,,Tomate y pepino en rodajas,Tomate y pepino en rodajas,0.557,media,sin-cantidad,SI
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,limon,Limón,,"Limón, eneldo y pimienta","Limón, eneldo y pimienta",0.571,media,sin-cantidad,SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,150,150 g pechuga de pollo a la plancha,150 g pechuga de pollo a la plancha,0.861,alta,gramos-directos,
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,1.0,alta,2.0×taza(188.0g),
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,frijol-molido,Frijol molido,111,½ tz frijoles,½ tz frijoles,0.689,media,0.5×taza(221.21g),SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,aguacate-hass,Aguacate Hass,23,¼ pz aguacate,¼ pz aguacate,0.727,media,0.25×pieza(93.94g),SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,lechuga,Lechuga,,Lechuga,Lechuga + pico de gallo + 1 cda elotito,1.0,alta,sin-cantidad,SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,,,,pico de gallo,Lechuga + pico de gallo + 1 cda elotito,0.133,baja,sin-cantidad,SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,elotitos-de-cambray,Elotitos de cambray,,1 cda elotito,Lechuga + pico de gallo + 1 cda elotito,0.683,media,REVISAR-medida(cda≠pieza),SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,limon,Limón,,Limón y sal de mar,Limón y sal de mar,0.587,media,sin-cantidad,SI
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,carne-molida-extra-magra-salteada,Carne molida extra magra salteada,150,150 g carne molida magra salpimentada,150 g carne molida magra salpimentada,0.812,media,gramos-directos,SI
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,papa-al-horno-con-cascara,Papa al horno con cáscara,234,1 ½ pz papa cocida o al horno,1 ½ pz papa cocida o al horno,0.761,media,1.5×pieza(156.0g),SI
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,queso-mozzarella,Queso Mozzarella,30,30 g queso mozzarella,30 g queso mozzarella,1.0,alta,gramos-directos,
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,,,,Pico de gallo,Pico de gallo,0.133,baja,sin-cantidad,SI
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,aderezo,Aderezo,,Aderezo chipotle,Aderezo chipotle,0.697,media,sin-cantidad,SI
D23 Snack AM · Snack AM,Snack AM,23,🇺🇸 Americana,naranja,Naranja,152,2 pz naranja,2 pz naranja + 10 g semillas (pistaches),1.0,alta,2.0×pieza(76.0g),
D23 Snack AM · Snack AM,Snack AM,23,🇺🇸 Americana,semilla-de-mostaza,Semilla de mostaza,10,10 g semillas (pistaches),2 pz naranja + 10 g semillas (pistaches),0.622,media,gramos-directos,SI
D23 Snack PM · Snack PM,Snack PM,23,🇺🇸 Americana,yoghurt-natural,Yoghurt natural,170,¾ taza yogur natural,¾ taza yogur natural + 1 taza fresas + 1 cda crema de cacahuate,1.0,alta,0.75×taza(227.0g),
D23 Snack PM · Snack PM,Snack PM,23,🇺🇸 Americana,fresa-entera,Fresa entera,,1 taza fresas,¾ taza yogur natural + 1 taza fresas + 1 cda crema de cacahuate,0.686,media,REVISAR-medida(taza≠pieza),SI
D23 Snack PM · Snack PM,Snack PM,23,🇺🇸 Americana,crema-natural,Crema natural,,1 cda crema de cacahuate,¾ taza yogur natural + 1 taza fresas + 1 cda crema de cacahuate,0.678,media,REVISAR-medida(cda≠cucharada),SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral,1.0,alta,2.0×rebanada(25.0g),
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,clara-de-huevo,Clara de huevo,,¾ taza claras de huevo,¾ taza claras de huevo + 1 huevo entero,0.993,alta,REVISAR-medida(taza≠pieza),SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,huevo-entero-cocido,Huevo entero cocido,44,1 huevo entero,¾ taza claras de huevo + 1 huevo entero,0.955,alta,1.0×pieza(44.0g),
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,aguacate-hass,Aguacate Hass,23,¼ pieza aguacate,¼ pieza aguacate,0.727,media,0.25×pieza(93.94g),SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,,,,Rodajas de tomate,Rodajas de tomate + espinaca fresca,0.3,baja,sin-cantidad,SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,espinaca-cruda,Espinaca cruda,,espinaca fresca,Rodajas de tomate + espinaca fresca,0.952,alta,sin-cantidad,SI
